business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
ANTON BASKIN – Top Brand of Bihar | Men’s Clothing Shirt & Jeans Store | Wholesale & Retail | Factory Outlet | Manufacturer,Mens Wear Showroom,Men's clothing store,"Men's clothing store, Clothing manufacturer, Clothing store, Jeans shop, Formal Clothing Store, Garment Exporter, Manufacturer, Outlet store, Tuxedo shop, Wholesaler",802312,Bihar circle,Patna HQ Region,Bhojpur Division,"Bampali BO, Barka Dumra BO, Belghat Balua BO",+91 81020 61848,https://antonbaskin.com/,4.9,,"ANTON BASKIN (Freeba, 70 Feet BPCL Rd, near Himalya Hospital, Saristabad, Patna, Bihar 800032","Adarsh Nagar, Dasratha, Saristabad",25.5807692,85.11722139999999,ChIJeYD9bwCn8jkRU4Cv1zM-TAw,https://www.google.com/maps/place/?q=place_id:ChIJeYD9bwCn8jkRU4Cv1zM-TAw,part_377,2026-09-20 20:38:25
