business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Jindal Panther TMT Dealer - S R Hardware And Pipes |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",803203,Bihar circle,Patna HQ Region,Patna Division,"DGTOLA BO, NANDLALABAD BO, RUKUNPUR BO",+91 80023 56622,https://www.jindalpanther.com/,5.0,,"Ward No 56, Jakariyapur Badi, Badsahi Nala, Pahari, Patna, Bihar 800030",Pahari,25.5773114,85.1800384,ChIJMVoKskmn8jkRFhXvZI_4_kk,https://www.google.com/maps/place/?q=place_id:ChIJMVoKskmn8jkRFhXvZI_4_kk,part_378,2026-09-20 20:24:34
Jindal Panther TMT Dealer - Shiv Traders | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",803203,Bihar circle,Patna HQ Region,Patna Division,"DGTOLA BO, NANDLALABAD BO, RUKUNPUR BO",+91 83403 34119,https://www.jindalpanther.com/,,,"H5F2+Wxq, East Lakshmi Nagar, Ramkrishan Nagar, Patna, Bihar 800027","East Lakshmi Nagar, Ramkrishan Nagar",25.574533799999998,85.1528046,ChIJe7ypfuqn8jkR4nOtO0J82Dk,https://www.google.com/maps/place/?q=place_id:ChIJe7ypfuqn8jkR4nOtO0J82Dk,part_378,2026-09-20 20:24:34
Jindal Panther TMT Dealer - Kumar Steel |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",803203,Bihar circle,Patna HQ Region,Patna Division,"DGTOLA BO, NANDLALABAD BO, RUKUNPUR BO",+91 94305 14333,https://www.jindalsteel.in/,,,"Harni Hake, East Ram Krishna Nagar, Bharmpur Anishbad, Ramkrishan Nagar, Patna, Bihar 800002","East Ram Krishna Nagar, Bharmpur Anishbad, Ramkrishan Nagar",25.57594,85.1422367,ChIJuV-2ICOn8jkR3x2bM3n7-y0,https://www.google.com/maps/place/?q=place_id:ChIJuV-2ICOn8jkR3x2bM3n7-y0,part_378,2026-09-20 20:24:34
Jindal Panther TMT Dealer - Rag Comtrade Private Limited |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",803203,Bihar circle,Patna HQ Region,Patna Division,"DGTOLA BO, NANDLALABAD BO, RUKUNPUR BO",+91 72504 60195,https://www.jindalpanther.com/,,,"Khagaul Road, opp. Dav School, East Ram Krishna Nagar, Danapur, Patna, Bihar 801105","East Ram Krishna Nagar, Danapur",25.5759917,85.1420833,ChIJC8fmaHKn8jkRoOF7l3M-NkQ,https://www.google.com/maps/place/?q=place_id:ChIJC8fmaHKn8jkRoOF7l3M-NkQ,part_378,2026-09-20 20:24:34
Jindal Panther TMT Dealer - Rahul Enterprises | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",803203,Bihar circle,Patna HQ Region,Patna Division,"DGTOLA BO, NANDLALABAD BO, RUKUNPUR BO",+91 93865 23252,https://www.jindalpanther.com/,,,"Parsa Bazar, Ramkrishnagar, Patna, Bihar 800027","Parsa Bazar, Ramkrishnagar",25.5284721,85.1147324,ChIJgWykKYSn8jkRvQXfs1peCrk,https://www.google.com/maps/place/?q=place_id:ChIJgWykKYSn8jkRvQXfs1peCrk,part_378,2026-09-20 20:24:34
Jindal Panther TMT Dealer - Priya Enterprises | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",803203,Bihar circle,Patna HQ Region,Patna Division,"DGTOLA BO, NANDLALABAD BO, RUKUNPUR BO",+91 93085 02606,https://www.jindalpanther.com/,,,"Mittanchak, Bhogipur, Patna, Bihar 804453","Mittanchak, Bhogipur",25.563219399999998,85.1441435,ChIJucoH0Uyn8jkRlh9fUxyfVzs,https://www.google.com/maps/place/?q=place_id:ChIJucoH0Uyn8jkRlh9fUxyfVzs,part_378,2026-09-20 20:24:34
Jindal Panther TMT Dealer - Jay Mata Di Cement Stores |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",803203,Bihar circle,Patna HQ Region,Patna Division,"DGTOLA BO, NANDLALABAD BO, RUKUNPUR BO",+91 94310 94658,https://www.jindalpanther.com/,,,"Mahavir Nagar, Beur More ÃŠ, East Ram Krishna Nagar, Ramkrishan Nagar, Patna, Bihar 800002","East Ram Krishna Nagar, Ramkrishan Nagar",25.575941699999998,85.1421883,ChIJawRQU3qn8jkRmUo4nKColVU,https://www.google.com/maps/place/?q=place_id:ChIJawRQU3qn8jkRmUo4nKColVU,part_378,2026-09-20 20:24:34
Jindal Panther TMT Dealer - Siddhant Enterprises Pvt Ltd | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",803203,Bihar circle,Patna HQ Region,Patna Division,"DGTOLA BO, NANDLALABAD BO, RUKUNPUR BO",+91 93869 99573,https://www.jindalpanther.com/,,,"Anil Kumar, Shree Ram School, Alpur, Kamta Chak, Patna, Ektapuram, Bihar 804453","Alpur, Kamta Chak",25.556258099999997,85.1483094,ChIJCw2wUB-n8jkRHMgQPNz9KEc,https://www.google.com/maps/place/?q=place_id:ChIJCw2wUB-n8jkRHMgQPNz9KEc,part_378,2026-09-20 20:24:34
Jindal Panther TMT Dealer - Jmd Enterprises | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",803203,Bihar circle,Patna HQ Region,Patna Division,"DGTOLA BO, NANDLALABAD BO, RUKUNPUR BO",+91 76548 15281,https://www.jindalpanther.com/,,,"West Ramkrishna Nagar, Ramkrishan Nagar, Patna, Bihar 800027","West Ramkrishna Nagar, Ramkrishan Nagar",25.574553299999998,85.137425,ChIJ7RBrEV2n8jkRs8pKUr_qwpA,https://www.google.com/maps/place/?q=place_id:ChIJ7RBrEV2n8jkRs8pKUr_qwpA,part_378,2026-09-20 20:24:34
Jindal Panther TMT Dealer - Jasika Enterprises | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",803203,Bihar circle,Patna HQ Region,Patna Division,"DGTOLA BO, NANDLALABAD BO, RUKUNPUR BO",+91 79037 33230,https://www.jindalpanther.com/,,,"West Ramkrishna Nagar, Ramkrishan Nagar, Patna, Bihar 800027","West Ramkrishna Nagar, Ramkrishan Nagar",25.5765983,85.1385517,ChIJrdaxU96n8jkRwsaic-NHv7s,https://www.google.com/maps/place/?q=place_id:ChIJrdaxU96n8jkRwsaic-NHv7s,part_378,2026-09-20 20:24:34
