business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
परामर्श एवं शल्य चिकित्सा क्लिनिक| Dr. RUPA SINHA,Doctors,Hospital,Hospital,804417,Bihar Circle,Patna HQ Region,Gaya Division,"Jehanabad RS SO, Bharthua BO, Dharampur BO",N/A,N/A,4,1,"Shaheed Bhagat Singh Rd, Jehanabad, Bihar 804408",804417,25.2199301,84.9951294,ChIJ14qfWgC18jkRwQWgDzGybSQ,https://www.google.com/maps/place/?q=place_id:ChIJ14qfWgC18jkRwQWgDzGybSQ,part_378,2026-09-20 20:37:12
