business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
GLOBAL ADMISSION HUB - Admission Consultant in Patna | Career Counsellor | Expert Advisor | Education Service | Guidance.,Educational Consultant,Educational consultant,Educational consultant,803214,Bihar Circle,"East Region, Bhagalpur",Nalanda Division,"Barh Rs SO, Agwanpur BO, Badopur BO",+91 62028 44685,https://globaladmissionhub.in/,5,27,"Nahar Rd, opposite KD Medical, near Pul, Musallahpur Hat, Muhammadpur, Patna, Bihar 800006","Musallahpur Hat, Muhammadpur",25.6120259,85.1735205,ChIJ3VpkldhZ7TkRc29XkC5uXmQ,https://www.google.com/maps/place/?q=place_id:ChIJ3VpkldhZ7TkRc29XkC5uXmQ,part_378,2026-09-20 20:27:13
