business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
REKHA HOME HEALTH & NURSING CARE SERVICE | Home Nursing Services | Patient Care Taker Services | Baby Care Services |,Housekeeping Services,Home health care service,Home health care service,800004,Bihar Circle,Patna HQ Region,Patna Division,"Bankipore HO, JCRoad SO, Machhuatoli SO",+91 74618 13819,https://rekhahomenursing.in/,4.8,139,"K-46 Road, Kankarbagh, Chitragupta Nagar, Patna, Bihar 800020","Teacher's Colony, Kankarbagh, Chitragupta Nagar",25.5957823,85.1663142,ChIJ4wzzDXtX7TkRUN7xOStRH28,https://www.google.com/maps/place/?q=place_id:ChIJ4wzzDXtX7TkRUN7xOStRH28,part_375,2026-09-20 20:29:02
