business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Shubham Glass House & Hardware | Plywood Dealers | PVC Door | Glass Door | Window | Aluminium Door |,Hardware Store,Plywood supplier,"Plywood supplier, Aluminum window, Glass shop",800024,Bihar Circle,Patna HQ Region,Patna Division,Keshari Nagar S.O,+91 98014 54816,N/A,4.2,5,"Ashiana - Digha Rd, near Shree Ram Tower, Rajeev Nagar, Patna, Bihar 800024",Rajeev Nagar,25.6326996,85.0861429,ChIJYffaKAZX7TkRgqTV16DlFCU,https://www.google.com/maps/place/?q=place_id:ChIJYffaKAZX7TkRgqTV16DlFCU,part_375,2026-09-20 20:46:42
