business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Modern Naksha Ghar | Architects in Patna | Best Architects in Patna | Civil Engineers | Building Designers |,Architects,Architect,"Architect, Civil engineer",800027,Bihar Circle,Patna HQ Region,Patna Division,New Jaganpura SO,+91 94312 00972,N/A,5,4,"1st Floor, Mangal Chowk, Jagdamba Complex, Khemnichak, East Lakshmi Nagar, Nayachak, Patna, Bihar 800027","Khemnichak, East Lakshmi Nagar, Nayachak",25.5779101,85.16030239999999,ChIJ0y92g51Y7TkRzZSVQeLaRG0,https://www.google.com/maps/place/?q=place_id:ChIJ0y92g51Y7TkRzZSVQeLaRG0,part_375,2026-09-20 20:49:18
