business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
M/S Proton Solar | सौर ऊर्जा कंपनी | Govt. Vender | Adani Solar | TATA Solar | Best Solar Company in Bihar,Solar Rooftop and Inverter Dealer,Solar Energy Company,"Solar Energy Company, Solar energy system service, Solar energy equipment supplier, Solar panel maintenance service",800012,Bihar Circle,Patna HQ Region,Patna Division,"DIGHA S.O, Akilpur BO, NAYA PANAPUR BO",N/A,https://msprotonsolar.in/,4.9,19,"Main Office :- Urmila regancy Mahuabagh Jagdeopath Bailey road Patna - 800014 Branch Office-: dehri one sone , tilouthu, bihar, rohtas PIN 821312, Patna, Bihar 800031","Murlichack, Dhanaut",25.5959289,85.068558,ChIJmzLYOm5X7TkRNgHb0RMCTvA,https://www.google.com/maps/place/?q=place_id:ChIJmzLYOm5X7TkRNgHb0RMCTvA,part_375,2026-09-20 20:35:47
