business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Eventkepers: Corporate Event | Wedding Planner | Birthday Party,Event Planners/Wedding Planners,Event management company,Event management company,800014,Bihar Circle,Patna HQ Region,Patna Division,"BV College SO, Patna Aerodrome SO, Sheikhpura SO Patna",N/A,https://eventkepers.com/,4.9,,"Police Nirmaan Bhawan, HN. 50, BMP Rd, Ashiana More, Khajpura, Patna, Bihar 800014","Ashiana More, Khajpura",25.6048364,85.0805546,ChIJ4aHHDeNX7TkRC8tnLhAwzVQ,https://www.google.com/maps/place/?q=place_id:ChIJ4aHHDeNX7TkRC8tnLhAwzVQ,part_375,2026-09-20 20:37:40
