business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
SKYN Clinic – Best skin clinic in Chennai | Laser Skin Treatment | Acne Treatment | Laser Hair Reduction Clinic in Chennai,Skin Clinic and Dermatologist,Skin care clinic,"Skin care clinic, Dermatologist, Hair transplantation clinic, Laser hair removal service",801108,Bihar circle,Patna HQ Region,Patna Division,"Ahiyapur BO, HULASHI TOLA BO, KCHAUHATTAR BO",+91 99444 97333,https://skyncareclinic.com/,4.7,,"3rd Floor, No 6, R Towers, 1A K.B, Grand Southern Trunk Rd, Ramapuram, Alandur, Chennai, Tamil Nadu 600016","Ramapuram, Alandur",13.0066689,80.2042424,ChIJCY5WCrNfUjoRgnQOi0Afxw0,https://www.google.com/maps/place/?q=place_id:ChIJCY5WCrNfUjoRgnQOi0Afxw0,part_375,2026-09-20 20:55:32
