business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Hindware Sanitary | taps | bathtub | sink | commode | diverter | sensor urinal |authorized dealer Modern Bathware,Sanitaryware and Bathroom Fittings,Bathroom supply store,"Bathroom supply store, Pipe supplier, Water Pump Supplier",800017,Bihar Circle,Patna HQ Region,Patna Division,BSEBOARD SO,+91 96164 60699,N/A,5,,"back of Louis philippe showroom, Laurabir, road, Maldahiya, Chetganj, Varanasi, Uttar Pradesh 221002","Maldahiya, Chetganj",25.323311399999998,82.9958406,ChIJiR6nuccvjjkRGy_nJMNjgQc,https://www.google.com/maps/place/?q=place_id:ChIJiR6nuccvjjkRGy_nJMNjgQc,part_375,2026-09-20 20:40:52
