business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Shambhavi Packaging | Complete Packaging Solutions | PP Woven Bags | Printed Plastic Pouches | Printed Tapes & more,Corrugated Box and Packaging Material Manufacturers,Manufacturer,Manufacturer,800007,Bihar circle,Patna HQ Region,Patna Division,"Bairia BO, Mangla Devi BO, Nadghat BO",+91 85213 33141,https://linktr.ee/shambhavipackaging.co?utm_source=linktree_profile_share&ltsid=bfdf3dbf-b288-4e73-a488-e69565034e17,5,,"Shah bhawan, Kila Rd, beside shivam convent school Infront of shri krishna gaushala, Jhauganj, Hajiganj, Patna, Bihar 800008","Jhauganj, Hajiganj",25.5957586,85.2340208,ChIJ35HHNwxf7TkRfn0JstXF8FU,https://www.google.com/maps/place/?q=place_id:ChIJ35HHNwxf7TkRfn0JstXF8FU,part_375,2026-09-20 20:31:45
