business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
SPELL; By S.K. Pandey sir,Spoken English Institute,English language school,English language school,801103,Bihar Circle,Patna HQ Region,Patna Division,"BIHTA S.O, Amhara BO, Anandpur BO",+91 92795 63099,N/A,4.9,,"Kharanja Rd, near Saguna More, New Mainpura, Danapur, Patna, Bihar 801503",New Mainpura,25.6250583,85.0367526,ChIJU76BZmJW7TkRRaEezI48Ajo,https://www.google.com/maps/place/?q=place_id:ChIJU76BZmJW7TkRRaEezI48Ajo,part_375,2026-09-20 20:52:48
