business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Rina Physiotherapy at Your Home Service|| Ortho, Neuro & Spine Rehabilitation|| Home visit service in patna ||",Orthopedic and Physiotherapy Clinic,Physiotherapist,Physiotherapist,800013,Bihar Circle,Patna HQ Region,Patna Division,Patliputra SO,+91 95767 04941,N/A,5,,"Veer Shivaji Path, Block - A, North Sri Krishna Puri, Patna, Bihar 800001","Block - A, North Sri Krishna Puri",25.6217226,85.11378859999999,ChIJHV9ebWBZ7TkRU-4GVyy8T4A,https://www.google.com/maps/place/?q=place_id:ChIJHV9ebWBZ7TkRU-4GVyy8T4A,part_375,2026-09-20 20:36:29
