business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
AURRUM JEWELLER,Goldsmith and Jewellery Repair,Jeweler,Jeweler,800016,Bihar Circle,Patna HQ Region,Patna Division,Rajendra Nagar SO Patna,+91 99346 96000,N/A,5,,"Bakarganj Road,Nageshwar Colony,Opp;- Thakurwari Mandir, Patna, Bihar 800004","Dariyapur Gola, Dujra Diara",25.6150052,85.1526294,ChIJT5Zb4PZY7TkRkXPAYrzEyCg,https://www.google.com/maps/place/?q=place_id:ChIJT5Zb4PZY7TkRkXPAYrzEyCg,part_375,2026-09-20 20:39:48
