business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"𝗨𝗻𝗶𝗾𝘂𝗲 𝗘𝘆𝗲 𝗖𝗮𝗿𝗲 𝗛𝗼𝘀𝗽𝗶𝘁𝗮𝗹 || Best Eye Hospital, Eye Surgeon, Phaco Centre, Ophthalmologist",Eye Clinic and Eye Hospital,Hospital,Hospital,798621,North Eastern Circle,North Eastern Region,Nagaland Division,"Mon S.O, Chui B.O, Longpong Senghe B.O",+91 62636 26001,http://www.uniqueeyecare.org/,4.2,78,"in front of kasturi garden, Balwant nagar, Gaushala Mahaveerpura, Guna, Madhya Pradesh 473001","Balwant nagar, Gaushala Mahaveerpura",24.6394633,77.296204,ChIJoYzZl_VbejkR2ts6--w80Q8,https://www.google.com/maps/place/?q=place_id:ChIJoYzZl_VbejkR2ts6--w80Q8,part_373,2026-09-20 20:31:35
