business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Aquaguard RO Purifier Service Center Bangalore | Kent Service | Book RO Service Expert | Call us now,RO Water Purifier Sales and Service,Water purification company,"Water purification company, Appliance repair service, Bottled water supplier, Mineral water company, Mineral water wholesaler, Water Filter Supplier, Water softening equipment supplier, Water treatment plant",799009,North Eastern Circle,Shillong HQ Region,Agartala Division,"Durjaynagar B.O, Lankamura B.O, Agartala Aerodrome S.O",+91 78925 32274,https://www.getroservice.com/,4.8,,"235/A, High tension Lane, 6th A Road, Ramakrishna Nagar Rd, Bengaluru, Karnataka 560111","Ilyas Nagar, Kumaraswamy Layout",12.906326499999999,77.57102619999999,ChIJnQePbIprrjsRK0uSygfCo-Q,https://www.google.com/maps/place/?q=place_id:ChIJnQePbIprrjsRK0uSygfCo-Q,part_373,2026-09-20 20:39:17
