business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Digital Growth Agency | Digital Marketing | Social Media Marketing | SEM |,Digital Marketing Agencies,Marketing agency,"Marketing agency, Advertising agency, Service establishment, Market researcher",799275,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Manughat S.O, Demchedrra Colony B.O, Dhumacherra B.O",01648-758138,http://www.digitalgrowthagency.com/,,,"Digital Growth Agency | Digital Marketing | Social Media Marketing | SEM |, 799275, India",799275,23.506657,90.3443647,ChIJhzWUtSoccK4RpmcIFYDn6Do,https://www.google.com/maps/place/?q=place_id:ChIJhzWUtSoccK4RpmcIFYDn6Do,part_374,2026-09-20 20:43:49
