business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Synapse | Medical Entrance Coaching Institute in Agartala,NEET and JEE Coaching Center,Educational institution,Educational institution,799279,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Paiturbazar S.O, Gournagar SO, Bhagabannagar B.O",+91 94850 07122,https://www.synapseedu.in/,4.2,126,"Sankar Chowmuhani, near Giriraj Furniture, Krishna Nagar, Agartala, Tripura 799001",Krishna Nagar,23.839148599999998,91.27046039999999,ChIJ0VJUxRf0UzcRTlkU2MtWM_8,https://www.google.com/maps/place/?q=place_id:ChIJ0VJUxRf0UzcRTlkU2MtWM_8,part_374,2026-09-20 20:45:17
