business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Ritesh Digital Marketing - Best Digital marketing agency in Motihari | Best No.1 Advertising Agency | Digital Marketing Class,Growth Marketing,Advertising agency,"Advertising agency, Graphic designer, Internet marketing service, Software company, Training center, Website designer",802134,Bihar circle,Patna HQ Region,Bhojpur Division,"Bagen BO, Baruhan BO, Bhada BO",+91 62007 18713,https://riteshdigitalmarketing.com/,4.7,,"Hanuman Mandir, chandmari chauk, near Bapudham railway station, Netajee Subhash Colony, Motihari, Bihar 845401",Netajee Subhash Colony,26.651850999999997,84.903712,ChIJyfsK1781kzkRdBCc5532S3c,https://www.google.com/maps/place/?q=place_id:ChIJyfsK1781kzkRdBCc5532S3c,part_376,2026-09-20 20:45:00
