business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Singh Agro Agencies - Battery Exide | Amaron | TATA Green Bike Car Tractor & Truck Battery | Su-Kam | Microtek Inverter,Solar Rooftop and Inverter Dealer,Battery Store,"Battery Store, Agricultural service, Air conditioning store, Battery Wholesaler, Car battery store, Electronics manufacturer, Green energy supplier, Solar energy equipment supplier, Cooler Supplier, Water purification company",802102,Bihar circle,Patna HQ Region,Bhojpur Division,"Kamarpur BO, Karhshi BO, MVCollege Buxar BO",+91 94312 65130,http://www.singhagro.com/,5,,"Thawe Road, in front of Bus Stand, Ward No. 15, Gopalganj, Bihar 841428",Ward No. 15,26.4610107,84.43862949999999,ChIJVV9RZEAHkzkRGnV7_oFqshI,https://www.google.com/maps/place/?q=place_id:ChIJVV9RZEAHkzkRGnV7_oFqshI,part_376,2026-09-20 20:29:15
