business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dry Bazaar - Car Detailing || Ceramic Coating || PPF || Car Washing || Bhagalpur,Car Wash and Auto Detailing,Car wash,Car wash,802116,Bihar circle,Patna HQ Region,Bhojpur Division,"Ahirauli BO, Arjunpur BO, Barki Kulharia BO",N/A,https://www.drybazaar.com/,4.8,115,"Lodipur Khurd, Plot No. 201, Bhagalpur Bypass, Lodipur, Bhagalpur, Bihar 812001",802116,25.2354572,87.0111119,ChIJATSnYNtJ8DkRqbD1qY_4EKo,https://www.google.com/maps/place/?q=place_id:ChIJATSnYNtJ8DkRqbD1qY_4EKo,part_376,2026-09-20 20:33:58
