business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dr.Amrit krishna | Neonatologist & Pediatrician - KHWAHISH HOSPITAL | KRISHNA CHILD CARE CENTRE,Pediatrician and Child Clinic,Pediatrician,"Pediatrician, Neonatal physician",802126,Bihar circle,Patna HQ Region,Bhojpur Division,"Amsari BO, Athar BO, Belahari BO",+91 94700 09895,N/A,4.8,282,"Brahampura Main Rd, Brahmapura, Muzaffarpur, Brahmpura, Bihar 842003",Brahmapura,26.130403599999998,85.3675535,ChIJPYpIs3sR7TkRaoIIdcQClZA,https://www.google.com/maps/place/?q=place_id:ChIJPYpIs3sR7TkRaoIIdcQClZA,part_376,2026-09-20 20:39:13
