business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Cozy Decor || Best Furniture Showroom in Varanasi,Trousseau Home Decor,Furniture Manufacturer,"Furniture Manufacturer, Furniture store",802133,Bihar circle,Patna HQ Region,Bhojpur Division,"Barka Dhakaich BO, Chaukia BO, Chhatnawar BO",+91 96969 41055,https://www.instagram.com/cozydecor_varanasi?igsh=MTN1bG5taWU1M3Nyeg==,5,,"old, Grand Trunk Rd, marhauli, Bhullanpur, Varanasi, Manrauli, Uttar Pradesh 221108","marhauli, Bhullanpur",25.2986343,82.9478881,ChIJ7UEhfgAzjjkRy4W37vDkqso,https://www.google.com/maps/place/?q=place_id:ChIJ7UEhfgAzjjkRy4W37vDkqso,part_376,2026-09-20 20:44:06
