business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Laxmi Sainath Fertilizer Pesticides | Top Fertilizer and Pesticides Store in Miryalaguda,Fertilizer and Pesticide Dealer,Fertilizer Store,Fertilizer Store,796501,North Eastern Circle,North Eastern Region,Mizoram Division,"Reiek S.O, Ailawng B.O, Darlung B.O",+91 96526 92540,N/A,,,"11-16, Sagar Rd, Sitarampuram, Miryalaguda, Telangana 508207",Sitarampuram,16.8727605,79.56462379999999,ChIJg6pE2qklNToRRK-j4d2cMgQ,https://www.google.com/maps/place/?q=place_id:ChIJg6pE2qklNToRRK-j4d2cMgQ,part_372,2026-09-20 20:30:36
