business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Hom Furniture and Decor,Furniture Showroom,Furniture store,Furniture store,796441,North Eastern Circle,North Eastern Region,Mizoram Division,"Mamit S.O, Dampui B.O, Darlak B.O",+91 60095 28805,N/A,,,"Lower Chanmari, Dr. Selbuanga Buil;ding, 79600, Aizawl, Mizoram 796007",Chanmari,23.741486,92.7167764,ChIJm3CPNwbrTTcR4bN1b4wy3H8,https://www.google.com/maps/place/?q=place_id:ChIJm3CPNwbrTTcR4bN1b4wy3H8,part_372,2026-09-20 20:28:24
