business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
GARAPATI VEERASWAMY DOCUMENT WRITER,Document Writer and Stamp Vendor,Real estate agency,Real estate agency,797006,North Eastern Circle,North Eastern Region,Nagaland Division,"Jakhama S.O, Khuzama B.O, Kigwema B.O",+91 98481 34650,http://vilekhari.blogspot.in/,4,3,"DNO;20, F-15-2, DIVISION, behind BURADA GOURI DEVI TEMPLE, Gandhinagar, Eluru, Andhra Pradesh 534006",Gandhinagar,16.7106683,81.09521989999999,ChIJmwaRrrcUNjoRo_DXzbkjRTU,https://www.google.com/maps/place/?q=place_id:ChIJmwaRrrcUNjoRo_DXzbkjRTU,part_372,2026-09-20 20:40:13
