business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
RITESH MENS WORLD | Best Custom Made Suits | Best Custom Made Sherwanis | Best Mens Designer Clothing,Mens Wear Showroom,Clothing store,Clothing store,796901,North Eastern Circle,North Eastern Region,Mizoram Division,"Pangkhua B.O, Laki B.O, Serkawr B.O",+91 80 4093 4242,https://www.riteshmensworld.in/,4.6,208,"737/C, 10th Main Rd, opp. PANACIA HOSPITAL, 3rd Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079","3rd Stage, Basaveshwar Nagar",12.993156599999999,77.5391533,ChIJS1mpfaE9rjsRSs2NRJjn9So,https://www.google.com/maps/place/?q=place_id:ChIJS1mpfaE9rjsRSs2NRJjn9So,part_372,2026-09-20 20:37:04
