business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
R.P. Traders - Best Roofing Solutions Wholesaler in Gorakhpur || Polycarbonate & Fiber || Colour Coated Sheets || MS Pipes,Roofing Sheet Supplier,Roofing contractor,"Roofing contractor, Fiberglass supplier, Iron & Steel Store, Roofing supply store",795139,North Eastern Circle,North Eastern Region,Manipur Division,"Singhat S.O, Behiang B.O, Hengtam B.O",+91 82990 54157,https://jsdl.in/DT-99CTG43LIPY,4.8,36,"MP BUILDING, 21 B, Zila parishad road, Kachari Rd, CHAUK, Golghar, Gorakhpur, Uttar Pradesh 273001","CHAUK, Golghar",26.749571099999997,83.3705636,ChIJbdRNGGVEkTkRUupMW9AFhT0,https://www.google.com/maps/place/?q=place_id:ChIJbdRNGGVEkTkRUupMW9AFhT0,part_371,2026-09-20 20:29:52
