business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Medilane Eye Care | Best Optical Store Takyel,Optical Store and Eyewear,Optician,Optician,795134,North Eastern Circle,North Eastern Region,Manipur Division,"Nambol S.O, Awangjiri B.O, Bungte Chiru B.O",+91 84139 90493,N/A,4.9,,"Takyel Kolom Leikai, near Moirang Hanuba Lai Haraobung, Imphal, Manipur 795113",Takyel,24.796208,93.905233,ChIJybmYOuApSTcRPFG_flJhJSM,https://www.google.com/maps/place/?q=place_id:ChIJybmYOuApSTcRPFG_flJhJSM,part_371,2026-09-20 20:27:27
